Result Number,Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Scan Line Corrector,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Gap Phase Source,Gap Phase Statistic,Data Type Level-1,Sensor Identifier,Ephemeris Type,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Scan Gap Interpolation,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
607,LE07_L1TP_119033_20021220_20170127_01_T1,LE71190332002354EDC00,2002/12/20,LANDSAT_7,ON,T1,1,, 119, 033,2017/01/27,2002:354:02:17:15.6569374,2002:354:02:17:42.7538124,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,74,93,4,11.3,10.064,5.138,9,N,LPGS_12.8.3,FULL,24.18885698,157.29982346,,,ETM_L1TP,ETM,DEFINITIVE,14501,15921,7251,7961,7251,7961,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,38°54'18.00"N,122°24'27.36"E,39°52'13.44"N,121°33'41.40"E,39°33'02.88"N,123°45'10.80"E,38°14'46.32"N,121°05'09.60"E,37°56'01.68"N,123°13'43.68"E,38.905,122.4076,39.8704,121.5615,39.5508,123.753,38.2462,121.086,37.9338,123.2288,LE07_L1TP_119033_20021220_20170127_01_T1,LE71190332002354EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190332002354EDC00
608,LE07_L1TP_119034_20021220_20170127_01_T1,LE71190342002354HAJ00,2002/12/20,LANDSAT_7,ON,T1,1,SAM, 119, 034,2017/01/27,2002:354:02:17:39.5744374,2002:354:02:18:06.6713125,HAJ - Hatoyama  Japan,Day,42,34,136,4,5.179,4.07,3.203,9,N,LPGS_12.8.3,FULL,25.41776688,156.74314088,NA,,ETM_L1TP,ETM,DEFINITIVE,14501,15921,7251,7961,7251,7961,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,37°28'07.93"N,121°59'47.62"E,38°25'46.31"N,121°09'52.09"E,38°07'00.19"N,123°18'45.79"E,36°48'13.07"N,120°42'04.86"E,36°29'51.07"N,122°48'15.26"E,37.46887,121.99656,38.42953,121.16447,38.11672,123.31272,36.80363,120.70135,36.49752,122.80424,LE07_L1TP_119034_20021220_20170127_01_T1,LE71190342002354HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190342002354HAJ00
609,LE07_L1TP_119035_20021220_20170128_01_T1,LE71190352002354HAJ00,2002/12/20,LANDSAT_7,ON,T1,1,SAM, 119, 035,2017/01/28,2002:354:02:18:03.4196875,2002:354:02:18:30.5166249,HAJ - Hatoyama  Japan,Day,100,97,87,4,6.083,4.465,4.131,9,N,LPGS_12.8.3,FULL,26.62337735,156.1534753,NA,,ETM_L1TP,ETM,DEFINITIVE,14521,15961,7261,7981,7261,7981,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,36°02'15.40"N,121°34'28.13"E,36°59'54.78"N,120°45'20.88"E,36°41'30.01"N,122°51'50.18"E,35°22'18.48"N,120°18'23.36"E,35°04'16.50"N,122°22'20.17"E,36.03761,121.57448,36.99855,120.7558,36.69167,122.86394,35.3718,120.30649,35.07125,122.37227,LE07_L1TP_119035_20021220_20170128_01_T1,LE71190352002354HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190352002354HAJ00
610,LE07_L1GT_119036_20021220_20170127_01_T2,LE71190362002354HAJ00,2002/12/20,LANDSAT_7,ON,T2,1,SAM, 119, 036,2017/01/27,2002:354:02:18:27.3372499,2002:354:02:18:54.4341250,HAJ - Hatoyama  Japan,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,27.82844059,155.55313185,NA,,ETM_L1GT,ETM,DEFINITIVE,14521,15981,7261,7991,7261,7991,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,34°36'19.87"N,121°09'50.83"E,35°33'44.96"N,120°21'29.99"E,35°15'40.43"N,122°25'44.08"E,33°56'05.39"N,119°55'08.69"E,33°38'21.30"N,121°57'00.18"E,34.60552,121.16412,35.56249,120.35833,35.26123,122.42891,33.93483,119.91908,33.63925,121.95005,LE07_L1GT_119036_20021220_20170127_01_T2,LE71190362002354HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190362002354HAJ00
611,LE07_L1GT_119037_20021220_20170127_01_T2,LE71190372002354HAJ00,2002/12/20,LANDSAT_7,ON,T2,1,SAM, 119, 037,2017/01/27,2002:354:02:18:51.1825000,2002:354:02:19:18.2793750,HAJ - Hatoyama  Japan,Day,100,95,-1,-1,,,,9,N,LPGS_12.8.3,FULL,29.02424043,154.93958644,NA,,ETM_L1GT,ETM,DEFINITIVE,14521,15981,7261,7991,7261,7991,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,33°10'18.23"N,120°45'53.57"E,34°07'47.71"N,119°58'13.76"E,33°50'01.36"N,122°00'21.82"E,32°30'00.72"N,119°32'30.12"E,32°12'34.09"N,121°32'25.15"E,33.17173,120.76488,34.12992,119.97049,33.83371,122.00606,32.5002,119.5417,32.20947,121.54032,LE07_L1GT_119037_20021220_20170127_01_T2,LE71190372002354HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190372002354HAJ00
612,LE07_L1GT_119038_20021220_20170127_01_T2,LE71190382002354HAJ00,2002/12/20,LANDSAT_7,ON,T2,1,SAM, 119, 038,2017/01/27,2002:354:02:19:15.1000000,2002:354:02:19:42.1968749,HAJ - Hatoyama  Japan,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,30.21742954,154.30717581,NA,,ETM_L1GT,ETM,DEFINITIVE,14521,15981,7261,7991,7261,7991,UTM,51,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,31°44'12.80"N,120°22'25.90"E,32°41'28.25"N,119°35'28.43"E,32°23'59.28"N,121°35'38.47"E,31°03'39.74"N,119°10'12.07"E,30°46'29.32"N,121°08'18.13"E,31.73689,120.37386,32.69118,119.59123,32.3998,121.59402,31.06104,119.17002,30.77481,121.13837,LE07_L1GT_119038_20021220_20170127_01_T2,LE71190382002354HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190382002354HAJ00
613,LE07_L1GT_119039_20021220_20170127_01_T2,LE71190392002354HAJ00,2002/12/20,LANDSAT_7,ON,T2,1,SAM, 119, 039,2017/01/27,2002:354:02:19:38.9452499,2002:354:02:20:06.0421875,HAJ - Hatoyama  Japan,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,31.39923882,153.65716149,NA,,ETM_L1GT,ETM,DEFINITIVE,13981,15461,6991,7731,6991,7731,UTM,50,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,30°18'03.38"N,119°59'31.27"E,31°15'23.26"N,119°13'13.04"E,30°58'10.78"N,121°11'33.47"E,29°37'31.51"N,118°48'29.70"E,29°20'35.99"N,120°44'54.46"E,30.30094,119.99202,31.25646,119.22029,30.96966,121.19263,29.62542,118.80825,29.34333,120.74846,LE07_L1GT_119039_20021220_20170127_01_T2,LE71190392002354HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190392002354HAJ00
614,LE07_L1GT_119040_20021220_20170127_01_T2,LE71190402002354HAJ00,2002/12/20,LANDSAT_7,ON,T2,1,SAM, 119, 040,2017/01/27,2002:354:02:20:02.8628125,2002:354:02:20:29.9596874,HAJ - Hatoyama  Japan,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,32.57709012,152.98509659,NA,,ETM_L1GT,ETM,DEFINITIVE,13981,15501,6991,7751,6991,7751,UTM,50,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,28°51'51.55"N,119°37'06.82"E,29°48'59.83"N,118°51'17.14"E,29°32'02.26"N,120°47'54.92"E,28°11'07.19"N,118°27'07.20"E,27°54'25.74"N,120°21'57.46"E,28.86432,119.61856,29.81662,118.85476,29.53396,120.79859,28.18533,118.452,27.90715,120.36596,LE07_L1GT_119040_20021220_20170127_01_T2,LE71190402002354HAJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190402002354HAJ00
615,LE07_L1GT_119041_20021220_20180301_01_T2,LE71190412002354BJC00,2002/12/20,LANDSAT_7,ON,T2,1,SAM, 119, 041,2018/03/01,2002:354:02:20:26.7803124,2002:354:02:20:53.8772500,BJC - Beijing  China,Day,100,100,-1,-1,,,,9,N,LPGS_13.0.1,FULL,33.74768804,152.29107251,NA,,ETM_L1GT,ETM,DEFINITIVE,14001,15501,7001,7751,7001,7751,UTM,50,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,27°25'37.20"N,119°15'07.70"E,28°22'35.40"N,118°29'56.22"E,28°05'52.22"N,120°24'58.68"E,26°44'35.92"N,118°06'04.46"E,26°28'07.03"N,119°59'26.70"E,27.427,119.25214,28.3765,118.49895,28.09784,120.4163,26.74331,118.10124,26.46862,119.99075,LE07_L1GT_119041_20021220_20180301_01_T2,LE71190412002354BJC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190412002354BJC00
616,LE07_L1GT_119042_20021220_20180301_01_T2,LE71190422002354BJC00,2002/12/20,LANDSAT_7,ON,T2,1,SAM, 119, 042,2018/03/01,2002:354:02:20:50.6255624,2002:354:02:21:17.7224375,BJC - Beijing  China,Day,100,100,-1,-1,,,,9,N,LPGS_13.0.1,FULL,34.90655137,151.57446077,NA,,ETM_L1GT,ETM,DEFINITIVE,14021,15521,7011,7761,7011,7761,UTM,50,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,25°59'15.86"N,118°53'36.06"E,26°56'20.47"N,118°08'53.45"E,26°39'49.90"N,120°02'27.20"E,25°18'19.22"N,117°45'29.81"E,25°02'02.58"N,119°37'30.72"E,25.98774,118.89335,26.93902,118.14818,26.66386,120.04089,25.30534,117.75828,25.03405,119.6252,LE07_L1GT_119042_20021220_20180301_01_T2,LE71190422002354BJC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190422002354BJC00
617,LE07_L1GT_119043_20021220_20170127_01_T2,LE71190432002354BKT00,2002/12/20,LANDSAT_7,ON,T2,1,SAM, 119, 043,2017/01/27,2002:354:02:21:14.5431249,2002:354:02:21:41.6399375,BKT - Bangkok  Thailand,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,36.05896845,150.82799886,NA,,ETM_L1GT,ETM,DEFINITIVE,14041,15561,7021,7781,7021,7781,UTM,50,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,24°32'54.20"N,118°32'22.92"E,25°29'48.34"N,117°48'10.98"E,25°13'30.11"N,119°40'22.37"E,23°51'45.00"N,117°25'04.62"E,23°35'39.19"N,119°15'49.90"E,24.54839,118.5397,25.49676,117.80305,25.22503,119.67288,23.8625,117.41795,23.59422,119.26386,LE07_L1GT_119043_20021220_20170127_01_T2,LE71190432002354BKT00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190432002354BKT00
618,LE07_L1GT_119044_20021220_20170127_01_T2,LE71190442002354BKT00,2002/12/20,LANDSAT_7,ON,T2,1,SAM, 119, 044,2017/01/27,2002:354:02:21:38.3883125,2002:354:02:22:05.4851250,BKT - Bangkok  Thailand,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,37.1960027,150.05139803,NA,,ETM_L1GT,ETM,DEFINITIVE,14041,15581,7021,7791,7021,7791,UTM,50,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,23°06'28.76"N,118°11'32.17"E,24°03'30.24"N,117°27'49.25"E,23°47'23.06"N,119°18'44.46"E,22°25'25.03"N,117°05'04.31"E,22°09'29.52"N,118°54'40.03"E,23.10799,118.19227,24.0584,117.46368,23.78974,119.31235,22.42362,117.08453,22.1582,118.91112,LE07_L1GT_119044_20021220_20170127_01_T2,LE71190442002354BKT00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190442002354BKT00
619,LE07_L1GT_119055_20021220_20170127_01_T2,LE71190552002354BKT00,2002/12/20,LANDSAT_7,ON,T2,1,SAM, 119, 055,2017/01/27,2002:354:02:26:01.3604375,2002:354:02:26:28.4572499,BKT - Bangkok  Thailand,Day,0,11,-1,-1,,,,9,N,LPGS_12.8.3,FULL,48.81605528,138.88964535,NA,,ETM_L1GT,ETM,DEFINITIVE,14061,15641,7031,7821,7031,7821,UTM,50,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,7°13'37.78"N,114°37'30.86"E,8°10'04.19"N,113°56'45.31"E,7°55'09.98"N,115°39'19.76"E,6°31'44.18"N,113°35'49.60"E,6°16'52.82"N,115°18'03.31"E,7.22716,114.62524,8.16783,113.94592,7.91944,115.65549,6.52894,113.59711,6.28134,115.30092,LE07_L1GT_119055_20021220_20170127_01_T2,LE71190552002354BKT00,https://earthexplorer.usgs.gov/browse-link/12267/LE71190552002354BKT00
620,LE07_L1TP_135038_20021220_20170127_01_T1,LE71350382002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 135, 038,2017/01/27,2002:354:03:58:08.2405624,2002:354:03:58:35.3373124,SGS - Svalbard  Norway,Day,63,63,62,4,10.242,4.216,9.334,9,N,LPGS_12.8.3,FULL,30.19838085,154.27357904,,,ETM_L1TP,ETM,DEFINITIVE,14021,15521,7011,7761,7011,7761,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,31°44'34.80"N,95°37'37.20"E,32°41'47.04"N,94°50'35.88"E,32°24'17.28"N,96°50'47.40"E,31°03'59.40"N,94°25'22.08"E,30°46'47.28"N,96°23'29.04"E,31.743,95.627,32.6964,94.8433,32.4048,96.8465,31.0665,94.4228,30.7798,96.3914,LE07_L1TP_135038_20021220_20170127_01_T1,LE71350382002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71350382002354SGS00
621,LE07_L1TP_135039_20021220_20170127_01_T1,LE71350392002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 135, 039,2017/01/27,2002:354:03:58:32.0856875,2002:354:03:58:59.1823750,SGS - Svalbard  Norway,Day,80,80,14,4,4.574,2.855,3.574,9,N,LPGS_12.8.3,FULL,31.38021407,153.62489754,,,ETM_L1TP,ETM,DEFINITIVE,14021,15521,7011,7761,7011,7761,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,30°18'25.20"N,95°14'38.04"E,31°15'42.84"N,94°28'20.64"E,30°58'28.56"N,96°26'42.36"E,29°37'51.24"N,94°03'37.44"E,29°20'54.96"N,96°00'03.60"E,30.307,95.2439,31.2619,94.4724,30.9746,96.4451,29.6309,94.0604,29.3486,96.001,LE07_L1TP_135039_20021220_20170127_01_T1,LE71350392002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71350392002354SGS00
622,LE07_L1TP_135040_20021220_20170127_01_T1,LE71350402002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 135, 040,2017/01/27,2002:354:03:58:56.0030000,2002:354:03:59:23.0996249,SGS - Svalbard  Norway,Day,84,84,11,4,3.372,1.296,3.113,9,N,LPGS_12.8.3,FULL,32.55764939,152.95274607,,,ETM_L1TP,ETM,DEFINITIVE,14041,15561,7021,7781,7021,7781,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,28°52'12.00"N,94°52'15.96"E,29°49'19.56"N,94°06'29.16"E,29°32'21.12"N,96°03'08.28"E,28°11'25.08"N,93°42'11.16"E,27°54'42.48"N,95°37'02.64"E,28.87,94.8711,29.8221,94.1081,29.5392,96.0523,28.1903,93.7031,27.9118,95.6174,LE07_L1TP_135040_20021220_20170127_01_T1,LE71350402002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71350402002354SGS00
623,LE07_L1TP_135043_20021220_20170127_01_T1,LE71350432002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 135, 043,2017/01/27,2002:354:04:00:07.6826875,2002:354:04:00:34.7792500,SGS - Svalbard  Norway,Day,46,46,49,4,7.106,4.166,5.757,9,N,LPGS_12.8.3,FULL,36.03676564,150.79426616,,,ETM_L1TP,ETM,DEFINITIVE,14081,15621,7041,7811,7041,7811,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,24°33'14.40"N,93°47'27.60"E,25°30'09.00"N,93°03'13.32"E,25°13'49.80"N,94°55'26.04"E,23°52'05.16"N,92°40'08.76"E,23°35'58.56"N,94°30'55.44"E,24.554,93.791,25.5025,93.0537,25.2305,94.9239,23.8681,92.6691,23.5996,94.5154,LE07_L1TP_135043_20021220_20170127_01_T1,LE71350432002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71350432002354SGS00
624,LE07_L1TP_135044_20021220_20170127_01_T1,LE71350442002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 135, 044,2017/01/27,2002:354:04:00:31.5999374,2002:354:04:00:58.6966249,SGS - Svalbard  Norway,Day,13,13,135,4,3.962,2.355,3.186,9,N,LPGS_12.8.3,FULL,37.17860316,150.01886545,,,ETM_L1TP,ETM,DEFINITIVE,14081,15601,7041,7801,7041,7801,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,23°06'46.80"N,93°26'33.72"E,24°03'34.92"N,92°42'48.24"E,23°47'26.52"N,94°33'44.28"E,22°25'30.72"N,92°20'02.04"E,22°09'33.84"N,94°09'38.52"E,23.113,93.4427,24.0597,92.7134,23.7907,94.5623,22.4252,92.3339,22.1594,94.1607,LE07_L1TP_135044_20021220_20170127_01_T1,LE71350442002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71350442002354SGS00
625,LE07_L1TP_135045_20021220_20170127_01_T1,LE71350452002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 135, 045,2017/01/27,2002:354:04:00:55.4449999,2002:354:04:01:22.5416874,SGS - Svalbard  Norway,Day,3,3,181,4,3.996,1.898,3.516,9,N,LPGS_12.8.3,FULL,38.30395691,149.20996329,,,ETM_L1TP,ETM,DEFINITIVE,14081,15641,7041,7821,7041,7821,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,21°40'19.20"N,93°06'02.88"E,22°37'15.96"N,92°22'43.68"E,22°21'18.00"N,94°12'29.88"E,20°59'08.16"N,92°00'11.16"E,20°43'21.00"N,93°48'43.56"E,21.672,93.1008,22.6211,92.3788,22.355,94.2083,20.9856,92.0031,20.7225,93.8121,LE07_L1TP_135045_20021220_20170127_01_T1,LE71350452002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71350452002354SGS00
626,LE07_L1TP_135046_20021220_20170127_01_T1,LE71350462002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 135, 046,2017/01/27,2002:354:04:01:19.3623750,2002:354:04:01:46.4589999,SGS - Svalbard  Norway,Day,0,0,219,4,3.336,2.381,2.336,9,N,LPGS_12.8.3,FULL,39.42269712,148.36897751,,,ETM_L1TP,ETM,DEFINITIVE,14101,15661,7051,7831,7051,7831,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,20°13'48.00"N,92°45'43.56"E,21°10'38.28"N,92°02'46.68"E,20°54'49.68"N,93°51'27.36"E,19°32'29.04"N,91°40'33.96"E,19°16'50.52"N,93°28'07.68"E,20.23,92.7621,21.1773,92.0463,20.9138,93.8576,19.5414,91.6761,19.2807,93.4688,LE07_L1TP_135046_20021220_20170127_01_T1,LE71350462002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71350462002354SGS00
627,LE07_L1TP_151027_20021220_20170127_01_T1,LE71510272002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 151, 027,2017/01/27,2002:354:05:32:38.5943124,2002:354:05:33:05.6909375,SGS - Svalbard  Norway,Day,1,1,44,4,8.132,7.19,3.8,9,N,LPGS_12.8.3,FULL,16.81860892,160.64628968,,,ETM_L1TP,ETM,DEFINITIVE,14601,15981,7301,7991,7301,7991,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,47°27'03.60"N,75°54'45.36"E,48°25'56.28"N,74°57'48.60"E,48°03'46.44"N,77°29'08.88"E,46°49'05.52"N,74°22'33.96"E,46°27'35.64"N,76°49'30.00"E,47.451,75.9126,48.4323,74.9635,48.0629,77.4858,46.8182,74.3761,46.4599,76.825,LE07_L1TP_151027_20021220_20170127_01_T1,LE71510272002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71510272002354SGS00
628,LE07_L1TP_151028_20021220_20170127_01_T1,LE71510282002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 151, 028,2017/01/27,2002:354:05:33:02.5115625,2002:354:05:33:29.6082500,SGS - Svalbard  Norway,Day,2,2,75,4,6.327,5.407,3.286,9,N,LPGS_12.8.3,FULL,18.05584512,160.0858803,,,ETM_L1TP,ETM,DEFINITIVE,14621,15981,7311,7991,7311,7991,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,46°01'51.60"N,75°22'24.96"E,47°00'26.64"N,74°26'36.24"E,46°38'52.44"N,76°54'01.80"E,45°23'29.76"N,73°52'39.00"E,45°02'33.00"N,76°15'58.68"E,46.031,75.3736,47.0074,74.4434,46.6479,76.9005,45.3916,73.8775,45.0425,76.2663,LE07_L1TP_151028_20021220_20170127_01_T1,LE71510282002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71510282002354SGS00
629,LE07_L1TP_151029_20021220_20170127_01_T2,LE71510292002354SGS00,2002/12/20,LANDSAT_7,ON,T2,1,, 151, 029,2017/01/27,2002:354:05:33:26.3566249,2002:354:05:33:53.4532499,SGS - Svalbard  Norway,Day,7,7,130,4,29.747,27.698,10.85,9,N,LPGS_12.8.3,FULL,19.28542849,159.52663961,,,ETM_L1TP,ETM,DEFINITIVE,14641,15981,7321,7991,7321,7991,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,44°36'36.00"N,74°51'17.64"E,45°35'07.80"N,73°56'37.68"E,45°14'07.08"N,76°20'25.80"E,43°58'02.28"N,73°24'02.16"E,43°37'35.76"N,75°43'59.88"E,44.61,74.8549,45.5855,73.9438,45.2353,76.3405,43.9673,73.4006,43.6266,75.7333,LE07_L1TP_151029_20021220_20170127_01_T2,LE71510292002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71510292002354SGS00
630,LE07_L1TP_151030_20021220_20170127_01_T2,LE71510302002354SGS00,2002/12/20,LANDSAT_7,ON,T2,1,, 151, 030,2017/01/27,2002:354:05:33:50.2739374,2002:354:05:34:17.3704999,SGS - Svalbard  Norway,Day,6,6,56,4,12.219,9.416,7.788,9,N,LPGS_12.8.3,FULL,20.51659575,158.9708402,,,ETM_L1TP,ETM,DEFINITIVE,14661,16041,7331,8021,7331,8021,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,43°11'09.60"N,74°21'27.72"E,44°09'25.20"N,73°27'46.08"E,43°48'54.72"N,75°48'10.08"E,42°32'16.08"N,72°56'24.00"E,42°12'17.64"N,75°13'13.44"E,43.186,74.3577,44.157,73.4628,43.8152,75.8028,42.5378,72.94,42.2049,75.2204,LE07_L1TP_151030_20021220_20170127_01_T2,LE71510302002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71510302002354SGS00
631,LE07_L1TP_151031_20021220_20170127_01_T1,LE71510312002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 151, 031,2017/01/27,2002:354:05:34:14.1189374,2002:354:05:34:41.2155624,SGS - Svalbard  Norway,Day,19,19,59,4,7.967,5.175,6.057,9,N,LPGS_12.8.3,FULL,21.74079758,158.41483404,,,ETM_L1TP,ETM,DEFINITIVE,14661,16061,7331,8031,7331,8031,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,41°45'39.60"N,73°52'40.08"E,42°43'54.84"N,73°00'05.04"E,42°23'52.80"N,75°17'18.96"E,41°06'37.08"N,72°29'40.56"E,40°47'04.92"N,74°43'34.32"E,41.761,73.8778,42.7319,73.0014,42.398,75.2886,41.1103,72.4946,40.7847,74.7262,LE07_L1TP_151031_20021220_20170127_01_T1,LE71510312002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71510312002354SGS00
632,LE07_L1TP_151032_20021220_20170127_01_T1,LE71510322002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 151, 032,2017/01/27,2002:354:05:34:38.0361875,2002:354:05:35:05.1329374,SGS - Svalbard  Norway,Day,100,100,8,4,4.612,1.413,4.39,9,N,LPGS_12.8.3,FULL,22.96453559,157.8521279,,,ETM_L1TP,ETM,DEFINITIVE,14661,16061,7331,8031,7331,8031,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,40°20'02.40"N,73°24'50.40"E,41°18'01.44"N,72°33'09.36"E,40°58'26.04"N,74°47'25.80"E,39°40'39.36"N,72°03'44.64"E,39°21'32.04"N,74°14'53.88"E,40.334,73.414,41.3004,72.5526,40.9739,74.7905,39.6776,72.0624,39.3589,74.2483,LE07_L1TP_151032_20021220_20170127_01_T1,LE71510322002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71510322002354SGS00
633,LE07_L1TP_151039_20021220_20170127_01_T1,LE71510392002354SGS00,2002/12/20,LANDSAT_7,ON,T1,1,, 151, 039,2017/01/27,2002:354:05:37:25.2404999,2002:354:05:37:52.3371875,SGS - Svalbard  Norway,Day,12,12,161,4,4.978,3.078,3.912,9,N,LPGS_12.8.3,FULL,31.37608547,153.61739534,,,ETM_L1TP,ETM,DEFINITIVE,14101,15581,7051,7791,7051,7791,UTM,42,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,30°18'25.20"N,70°31'24.96"E,31°15'42.84"N,69°45'05.40"E,30°58'28.92"N,71°43'27.84"E,29°37'51.96"N,69°20'24.36"E,29°20'54.96"N,71°16'51.24"E,30.307,70.5236,31.2619,69.7515,30.9747,71.7244,29.6311,69.3401,29.3486,71.2809,LE07_L1TP_151039_20021220_20170127_01_T1,LE71510392002354SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71510392002354SGS00
